9.900000,,-0.457536
10.000000,,-0.544021
10.100000,,-0.625071
10.200000,,-0.699875
10.300000,,-0.767686
10.400000,,-0.827826
10.500000,,-0.879696
10.600000,,-0.922775
10.700000,,-0.956635
10.800000,,-0.980936
10.900000,,-0.995436
11.000000,,-0.999990
11.100000,,-0.994553
11.200000,,-0.979178
11.300000,,-0.954019
11.400000,,-0.919329
11.500000,,-0.875452
11.600000,,-0.822829
11.700000,,-0.761984
11.800000,,-0.693525
11.900000,,-0.618137
12.000000,,-0.536573
12.100000,,-0.449647
12.200000,,-0.358229
12.300000,,-0.263232
12.400000,,-0.165604
12.500000,,-0.066322
18.900000,,0.050423
19.000000,,0.149877
19.100000,,0.247834
19.200000,,0.343315
19.300000,,0.435365
19.400000,,0.523066
19.500000,,0.605540
19.600000,,0.681964
19.700000,,0.751573
19.800000,,0.813674
19.900000,,0.867644
20.000000,,0.912945
20.100000,,0.949125
20.200000,,0.975821
20.300000,,0.992766
20.400000,,0.999793
20.500000,,0.996830
20.600000,,0.983907
20.700000,,0.961153
20.800000,,0.928795
20.900000,,0.887158
21.000000,,0.836656
21.100000,,0.777794
21.200000,,0.711161
21.300000,,0.637423
21.400000,,0.557315
21.500000,,0.471639
21.600000,,0.381250
21.700000,,0.287053
21.800000,,0.189987
21.900000,,0.091022
22.000000,,-0.008851
22.100000,,-0.108637
22.200000,,-0.207336
22.300000,,-0.303965
22.400000,,-0.397556
22.500000,,-0.487175
22.600000,,-0.571926
22.700000,,-0.650962
22.800000,,-0.723495
22.900000,,-0.788798
23.000000,,-0.846220
23.100000,,-0.895187
23.200000,,-0.935210
23.300000,,-0.965888
23.400000,,-0.986916
23.500000,,-0.998082
23.600000,,-0.999276
23.700000,,-0.990486
23.800000,,-0.971798
23.900000,,-0.943401
24.000000,,-0.905578
24.100000,,-0.858707
24.200000,,-0.803256
24.300000,,-0.739779
24.400000,,-0.668910
24.500000,,-0.591358
24.600000,,-0.507897
24.700000,,-0.419361
24.800000,,-0.326635
24.900000,,-0.230646
25.000000,,-0.132352
25.100000,,-0.032735
25.200000,,0.067208
25.300000,,0.166480
25.400000,,0.264089
25.500000,,0.359058
25.600000,,0.450441
25.700000,,0.537322
25.800000,,0.618835
25.900000,,0.694165
26.000000,,0.762558
26.100000,,0.823333
26.200000,,0.875881
26.300000,,0.919678
26.400000,,0.954285
26.500000,,0.979358
26.600000,,0.994645
26.700000,,0.999994
26.800000,,0.995351
26.900000,,0.980763
27.000000,,0.956376
27.100000,,0.922433
27.200000,,0.879273
27.300000,,0.827328
27.400000,,0.767116
27.500000,,0.699240
27.600000,,0.624377
27.700000,,0.543276
27.800000,,0.456746
27.900000,,0.365653
28.000000,,0.270906
28.100000,,0.173452
28.200000,,0.074265
28.300000,,-0.025663
28.400000,,-0.125336
28.500000,,-0.223756
28.600000,,-0.319940
28.700000,,-0.412928
28.800000,,-0.501789
28.900000,,-0.585637
29.000000,,-0.663634
29.100000,,-0.735000
29.200000,,-0.799021
29.300000,,-0.855060
29.400000,,-0.902555
29.500000,,-0.941031
29.600000,,-0.970106
29.700000,,-0.989487
29.800000,,-0.998982
29.900000,,-0.998495
30.000000,,-0.988032
30.100000,,-0.967696
30.200000,,-0.937692
30.300000,,-0.898318
30.400000,,-0.849969
30.500000,,-0.793127
30.600000,,-0.728361
30.700000,,-0.656317
30.800000,,-0.577715
30.900000,,-0.493341
31.000000,,-0.404038
31.100000,,-0.310697
31.200000,,-0.214253
31.300000,,-0.115667
31.400000,,-0.015926
